MSME_Tier,Industry_Sector,Sector_Beta,DSCR,Current_Ratio,EBITDA_Margin,GST_Delay_Days,GST_Mismatch_Pct,Fraud_Keyword_Count,Default_Flag
Micro,Logistics,1.3,2.26,1.92,0.1671,2,0.0509,0,0
Micro,Manufacturing,1.1,1.21,1.14,0.0968,5,0.031,0,0
Micro,Manufacturing,1.1,1.46,1.29,0.0918,5,0.0585,0,0
Micro,Logistics,1.3,1.86,1.58,0.1071,1,0.0198,0,0
Micro,IT_Services,0.8,1.16,1.11,0.1457,2,0.0698,0,0
Micro,Logistics,1.3,1.0,1.02,0.0724,8,0.0558,0,0
Micro,Manufacturing,1.1,1.5,1.32,0.1138,3,0.0141,0,0
Micro,IT_Services,0.8,0.68,0.87,0.0741,10,0.0388,0,0
Micro,Manufacturing,1.1,1.28,1.18,0.1542,3,0.0404,0,0
Small,Logistics,1.3,1.5,1.31,0.1803,0,0.0,0,0
Micro,Retail_Trading,1.0,1.29,1.18,0.149,5,0.06,0,0
Micro,Auto_Ancillary,1.5,0.78,0.92,0.0815,11,0.0847,0,0
Micro,IT_Services,0.8,2.04,1.72,0.1581,0,0.0271,0,0
Micro,Manufacturing,1.1,1.44,1.28,0.0883,5,0.0583,0,0
Micro,Retail_Trading,1.0,1.97,1.66,0.1506,1,0.0722,0,0
Micro,IT_Services,0.8,1.3,1.19,0.0514,5,0.0446,0,0
Micro,Auto_Ancillary,1.5,1.05,1.05,0.1145,3,0.0389,0,0
Micro,IT_Services,0.8,1.51,1.32,0.1223,2,0.0395,0,0
Micro,Manufacturing,1.1,1.31,1.2,0.1327,0,0.0507,0,0
Micro,Auto_Ancillary,1.5,0.93,0.99,0.1007,5,0.0396,0,0
Micro,Auto_Ancillary,1.5,1.99,1.68,0.1741,4,0.0529,0,0
Micro,Auto_Ancillary,1.5,1.15,1.1,0.0821,5,0.0837,0,0
Small,IT_Services,0.8,0.66,0.87,0.1183,6,0.0361,0,0
Micro,Retail_Trading,1.0,1.93,1.63,0.1586,1,0.0501,0,0
Micro,Retail_Trading,1.0,1.2,1.13,0.1519,2,0.0647,0,0
Micro,IT_Services,0.8,1.16,1.11,0.1527,4,0.0672,0,0
Micro,IT_Services,0.8,0.69,0.88,0.0569,4,0.0718,0,0
Micro,Auto_Ancillary,1.5,2.1,1.77,0.1668,1,0.0324,0,0
Medium,Manufacturing,1.1,0.88,0.97,0.0566,12,0.0825,2,1
Micro,Retail_Trading,1.0,1.42,1.26,0.1634,4,0.0384,0,0
Micro,Auto_Ancillary,1.5,1.77,1.5,0.1033,4,0.0525,0,0
Micro,Auto_Ancillary,1.5,1.57,1.36,0.1128,5,0.0328,0,0
Micro,Auto_Ancillary,1.5,1.38,1.24,0.127,4,0.0544,0,0
Micro,Auto_Ancillary,1.5,0.72,0.89,0.1198,15,0.0702,0,0
Micro,Logistics,1.3,1.08,1.06,0.1207,6,0.0834,0,0
Small,Auto_Ancillary,1.5,1.48,1.3,0.1511,1,0.0247,0,0
Micro,Auto_Ancillary,1.5,1.09,1.07,0.1079,4,0.0493,0,0
Micro,IT_Services,0.8,1.48,1.3,0.1322,5,0.0402,0,0
Micro,Manufacturing,1.1,1.67,1.43,0.0661,4,0.0432,0,0
Micro,Manufacturing,1.1,1.79,1.52,0.173,1,0.0115,0,0
Micro,Auto_Ancillary,1.5,0.91,0.98,0.0897,6,0.0376,0,0
Micro,Manufacturing,1.1,2.28,1.94,0.1394,0,0.0432,0,0
Micro,Retail_Trading,1.0,1.71,1.46,0.2033,2,0.0238,0,0
Small,IT_Services,0.8,1.4,1.25,0.0207,11,0.0294,0,0
Micro,Manufacturing,1.1,1.84,1.55,0.1409,0,0.0444,0,0
Small,Retail_Trading,1.0,2.35,2.01,0.0757,1,0.0283,0,0
Small,Auto_Ancillary,1.5,0.82,0.94,0.1094,3,0.0712,0,0
Micro,Manufacturing,1.1,1.31,1.19,0.0908,1,0.0397,0,0
Small,Retail_Trading,1.0,0.45,0.78,-0.0256,26,0.0799,0,1
Micro,Retail_Trading,1.0,1.48,1.3,0.163,5,0.0298,0,0
Micro,Auto_Ancillary,1.5,1.55,1.34,0.0786,3,0.0413,0,0
Micro,Auto_Ancillary,1.5,1.38,1.24,0.1542,1,0.0375,0,0
Micro,Manufacturing,1.1,1.14,1.1,0.0738,4,0.0691,0,0
Micro,Manufacturing,1.1,0.58,0.83,0.0702,6,0.0629,0,0
Micro,IT_Services,0.8,1.55,1.35,0.0423,13,0.0703,0,0
Micro,Manufacturing,1.1,1.98,1.67,0.1589,5,0.0452,0,0
Micro,Manufacturing,1.1,1.16,1.11,0.0895,8,0.06,0,0
Small,IT_Services,0.8,1.58,1.37,0.1136,2,0.0689,0,0
Micro,Logistics,1.3,0.77,0.91,0.0914,3,0.0584,0,0
Small,Logistics,1.3,1.58,1.37,0.0669,2,0.0477,0,0
Micro,IT_Services,0.8,1.24,1.16,0.139,3,0.0413,0,0
Micro,Retail_Trading,1.0,1.1,1.07,0.0871,3,0.0655,0,0
Micro,Auto_Ancillary,1.5,1.1,1.07,0.192,8,0.0642,0,0
Micro,IT_Services,0.8,1.24,1.16,0.0961,13,0.0752,0,0
Micro,Logistics,1.3,1.55,1.35,0.1118,2,0.0518,0,0
Micro,Logistics,1.3,0.88,0.96,0.0493,14,0.0828,0,0
Micro,Retail_Trading,1.0,1.24,1.15,0.0545,6,0.0302,0,0
Micro,Logistics,1.3,1.38,1.24,0.1515,1,0.0439,0,0
Micro,Auto_Ancillary,1.5,0.96,1.0,0.1413,10,0.0488,0,0
Micro,Auto_Ancillary,1.5,2.12,1.79,0.128,4,0.0424,0,0
Micro,Retail_Trading,1.0,1.06,1.05,0.1108,7,0.044,0,0
Micro,Retail_Trading,1.0,1.13,1.09,0.1548,2,0.0553,0,0
Micro,IT_Services,0.8,1.01,1.03,0.115,9,0.087,0,0
Micro,Manufacturing,1.1,2.12,1.79,0.1665,0,0.0597,0,0
Micro,IT_Services,0.8,1.62,1.4,0.132,4,0.0667,0,0
Medium,Auto_Ancillary,1.5,1.03,1.04,0.0811,14,0.4606,0,1
Micro,Manufacturing,1.1,1.84,1.56,0.1518,0,0.0377,0,0
Small,Auto_Ancillary,1.5,1.48,1.3,0.1916,3,0.0338,0,0
Micro,Retail_Trading,1.0,1.5,1.32,0.105,2,0.0442,0,0
Micro,Retail_Trading,1.0,1.26,1.17,0.1463,7,0.0676,0,0
Micro,Manufacturing,1.1,1.1,1.08,0.1147,5,0.0741,0,0
Micro,Auto_Ancillary,1.5,1.54,1.34,0.1038,8,0.0835,0,0
Micro,Manufacturing,1.1,1.18,1.12,0.1441,16,0.0409,0,0
Micro,Retail_Trading,1.0,2.13,1.8,0.1776,0,0.0,0,0
Micro,Logistics,1.3,0.89,0.97,0.121,7,0.0548,0,0
Small,IT_Services,0.8,2.01,1.7,0.2087,2,0.0639,0,0
Micro,Logistics,1.3,1.36,1.22,0.1855,2,0.0384,0,0
Micro,Logistics,1.3,1.52,1.33,0.1268,4,0.0448,0,0
Small,Auto_Ancillary,1.5,1.73,1.48,0.1294,1,0.0323,0,0
Micro,IT_Services,0.8,1.15,1.1,0.0576,1,0.0369,0,0
Micro,IT_Services,0.8,1.75,1.49,0.19,2,0.0549,0,0
Small,Logistics,1.3,0.32,0.73,0.074,17,0.0383,0,0
Micro,Retail_Trading,1.0,1.11,1.08,0.0862,3,0.0662,0,0
Micro,Manufacturing,1.1,1.03,1.04,0.071,4,0.0672,0,0
Micro,Logistics,1.3,0.9,0.97,0.0655,6,0.0323,0,0
Micro,Logistics,1.3,1.31,1.2,0.181,4,0.0585,0,0
Small,Auto_Ancillary,1.5,1.55,1.35,0.1591,4,0.0604,0,0
Micro,Logistics,1.3,1.68,1.44,0.0767,4,0.0349,0,0
Micro,Manufacturing,1.1,1.5,1.31,0.0708,1,0.0336,0,0
Micro,Retail_Trading,1.0,1.13,1.09,0.1138,3,0.0432,0,0
Medium,Auto_Ancillary,1.5,1.55,1.35,0.0886,2,0.0135,0,0
Micro,Logistics,1.3,1.45,1.28,0.1127,2,0.0357,0,0
Micro,IT_Services,0.8,1.77,1.51,0.1919,3,0.0654,0,0
Small,Logistics,1.3,1.71,1.46,0.1716,4,0.0369,0,0
Micro,Retail_Trading,1.0,1.41,1.26,0.0577,8,0.0616,0,0
Medium,Logistics,1.3,1.04,1.04,0.0686,13,0.0754,3,1
Micro,Auto_Ancillary,1.5,1.14,1.1,0.1186,4,0.038,0,0
Micro,Auto_Ancillary,1.5,1.18,1.12,0.1526,2,0.0657,0,0
Micro,Retail_Trading,1.0,1.27,1.17,0.0848,1,0.0377,0,0
Micro,Logistics,1.3,1.51,1.32,0.1378,2,0.0387,0,0
Micro,Auto_Ancillary,1.5,1.69,1.44,0.1148,1,0.0419,0,0
Micro,Retail_Trading,1.0,1.38,1.24,0.1834,8,0.2242,0,0
Micro,Retail_Trading,1.0,1.41,1.25,0.1431,5,0.0712,0,0
Micro,IT_Services,0.8,1.46,1.29,0.1152,1,0.0432,0,0
Small,Logistics,1.3,1.19,1.13,0.057,4,0.0441,0,0
Small,Manufacturing,1.1,1.03,1.04,0.0663,4,0.0734,0,0
Micro,Manufacturing,1.1,0.7,0.88,-0.0007,7,0.0872,4,1
Micro,IT_Services,0.8,1.12,1.09,0.1189,3,0.0621,0,0
Micro,Retail_Trading,1.0,1.59,1.37,0.152,1,0.0453,0,0
Micro,IT_Services,0.8,1.12,1.09,0.135,3,0.0678,0,0
Micro,IT_Services,0.8,1.3,1.19,0.0937,4,0.0676,0,0
Micro,Logistics,1.3,1.59,1.37,0.1744,1,0.0371,0,0
Micro,Manufacturing,1.1,1.61,1.39,0.1864,4,0.0654,0,0
Micro,Logistics,1.3,0.97,1.01,0.0783,6,0.0473,0,0
Small,Logistics,1.3,1.8,1.53,0.1793,1,0.0475,0,0
Micro,Logistics,1.3,1.85,1.57,0.1432,1,0.0112,0,0
Micro,Manufacturing,1.1,0.95,1.0,0.0826,6,0.0732,0,0
Micro,Auto_Ancillary,1.5,1.07,1.06,0.152,1,0.0264,0,0
Micro,Logistics,1.3,1.88,1.59,0.0948,1,0.0573,0,0
Micro,Manufacturing,1.1,1.34,1.21,0.0632,9,0.0546,0,0
Micro,Manufacturing,1.1,0.51,0.8,0.07,7,0.0431,0,0
Micro,IT_Services,0.8,0.84,0.94,0.0892,8,0.0408,0,0
Micro,IT_Services,0.8,1.3,1.19,0.0558,10,0.0645,0,0
Small,Retail_Trading,1.0,0.93,0.99,0.1194,6,0.0716,0,0
Micro,Retail_Trading,1.0,1.23,1.15,0.0848,3,0.0271,0,0
Micro,Retail_Trading,1.0,1.41,1.26,0.0725,6,0.0469,0,0
Micro,IT_Services,0.8,1.98,1.67,0.1672,1,0.05,0,0
Micro,Logistics,1.3,1.28,1.18,0.0996,7,0.0517,0,0
Micro,Auto_Ancillary,1.5,1.83,1.55,0.1759,1,0.085,0,0
Micro,Retail_Trading,1.0,1.97,1.66,0.1597,0,0.0075,0,0
Small,Auto_Ancillary,1.5,1.97,1.67,0.1357,0,0.0423,0,0
Micro,Auto_Ancillary,1.5,1.51,1.32,0.1648,2,0.0642,0,0
Micro,Retail_Trading,1.0,0.61,0.84,0.104,15,0.052,0,0
Micro,IT_Services,0.8,1.58,1.37,0.1267,4,0.0798,0,0
Micro,Retail_Trading,1.0,1.82,1.54,0.1555,3,0.0697,0,0
Micro,Manufacturing,1.1,1.37,1.23,0.1387,2,0.0387,0,0
Micro,IT_Services,0.8,2.1,1.77,0.1078,0,0.051,0,0
Micro,Retail_Trading,1.0,1.74,1.48,0.2202,0,0.0289,0,0
Micro,IT_Services,0.8,1.63,1.4,0.1316,1,0.0165,0,0
Micro,Logistics,1.3,1.83,1.55,0.1406,8,0.0731,0,0
Micro,Retail_Trading,1.0,1.53,1.34,0.0609,11,0.0676,0,0
Micro,IT_Services,0.8,0.4,0.76,0.0848,5,0.0536,0,0
Micro,IT_Services,0.8,1.2,1.13,0.1183,5,0.0563,0,0
Micro,Logistics,1.3,1.88,1.59,0.097,1,0.0469,0,0
Micro,IT_Services,0.8,1.08,1.06,0.069,4,0.0396,0,0
Micro,Manufacturing,1.1,1.31,1.2,0.0835,6,0.0428,0,0
Micro,Manufacturing,1.1,0.98,1.01,0.0925,4,0.0526,0,0
Micro,Logistics,1.3,2.11,1.79,0.1564,0,0.0431,0,0
Micro,Retail_Trading,1.0,2.07,1.75,0.1387,1,0.0536,0,0
Micro,Logistics,1.3,1.05,1.05,0.117,11,0.0761,0,0
Small,Auto_Ancillary,1.5,1.46,1.29,0.1471,10,0.0854,0,0
Micro,IT_Services,0.8,1.13,1.09,0.129,6,0.0374,0,0
Small,Auto_Ancillary,1.5,1.65,1.41,0.1432,1,0.0511,0,0
Small,Logistics,1.3,1.6,1.38,0.1386,4,0.0637,1,0
Micro,Logistics,1.3,1.72,1.47,0.1436,1,0.0428,0,0
Micro,Manufacturing,1.1,1.53,1.34,0.1199,2,0.0597,0,0
Micro,Retail_Trading,1.0,2.57,2.25,0.1428,2,0.0363,0,0
Micro,Manufacturing,1.1,0.99,1.02,0.1001,13,0.0581,0,0
Small,Retail_Trading,1.0,0.72,0.89,0.1166,12,0.085,0,0
Micro,IT_Services,0.8,1.24,1.16,0.1374,10,0.0722,0,0
Micro,Auto_Ancillary,1.5,0.77,0.91,0.1135,1,0.0507,0,0
Micro,Retail_Trading,1.0,0.8,0.93,0.0787,4,0.0467,0,0
Small,Manufacturing,1.1,1.0,1.02,0.096,8,0.0561,0,0
Micro,Retail_Trading,1.0,1.03,1.04,0.0974,5,0.0465,0,0
Micro,IT_Services,0.8,1.02,1.03,0.0825,11,0.0617,0,0
Micro,Retail_Trading,1.0,1.61,1.39,0.1611,0,0.052,0,0
Micro,Auto_Ancillary,1.5,1.2,1.13,0.0444,11,0.0522,0,0
Small,IT_Services,0.8,1.33,1.21,0.1913,3,0.0431,0,0
Micro,Auto_Ancillary,1.5,1.76,1.49,0.2103,1,0.0439,0,0
Micro,Auto_Ancillary,1.5,1.09,1.07,0.1096,1,0.0604,0,0
Micro,Auto_Ancillary,1.5,1.29,1.19,0.1306,14,0.0732,0,0
Micro,Auto_Ancillary,1.5,1.55,1.34,0.157,0,0.0083,0,0
Micro,Auto_Ancillary,1.5,0.62,0.85,0.0611,4,0.4003,0,1
Small,Retail_Trading,1.0,0.45,0.78,0.1027,14,0.0851,0,0
Micro,IT_Services,0.8,1.54,1.34,0.1739,4,0.0609,0,0
Micro,Retail_Trading,1.0,1.6,1.38,0.0618,3,0.036,0,0
Micro,IT_Services,0.8,2.23,1.89,0.1002,0,0.0476,0,0
Medium,IT_Services,0.8,1.46,1.29,0.15,1,0.0587,0,0
Small,Retail_Trading,1.0,1.73,1.47,0.1232,2,0.0568,0,0
Small,Auto_Ancillary,1.5,1.32,1.2,0.1027,2,0.0288,0,0
Micro,Retail_Trading,1.0,1.52,1.33,0.1128,7,0.033,0,0
Micro,IT_Services,0.8,2.07,1.74,0.1054,0,0.0441,0,0
Micro,Manufacturing,1.1,0.55,0.82,0.071,3,0.062,0,0
Micro,Retail_Trading,1.0,1.57,1.36,0.0782,9,0.0784,0,0
Micro,Retail_Trading,1.0,2.25,1.92,0.2021,0,0.0238,0,0
Micro,Retail_Trading,1.0,1.51,1.32,0.1294,3,0.0176,0,0
Micro,Retail_Trading,1.0,2.06,1.74,0.1503,1,0.0347,0,0
Small,Retail_Trading,1.0,1.15,1.1,0.1344,2,0.0496,0,0
Micro,Logistics,1.3,1.39,1.24,0.2218,3,0.0044,0,0
Micro,IT_Services,0.8,1.41,1.26,0.082,2,0.0641,0,0
Micro,IT_Services,0.8,0.51,0.8,0.017,8,0.0812,0,0
Micro,Auto_Ancillary,1.5,0.93,0.99,0.1002,6,0.0241,0,0
Small,Logistics,1.3,0.96,1.0,0.0355,19,0.0578,0,0
Micro,Retail_Trading,1.0,1.73,1.47,0.1207,2,0.0363,0,0
Micro,Logistics,1.3,1.75,1.49,0.166,3,0.0404,0,0
Small,Retail_Trading,1.0,1.53,1.33,0.1812,2,0.0574,0,0
Micro,Auto_Ancillary,1.5,1.73,1.47,0.0758,1,0.0342,0,0
Micro,Manufacturing,1.1,1.33,1.21,0.0828,5,0.0463,0,0
Micro,Auto_Ancillary,1.5,1.88,1.59,0.1526,1,0.0359,0,0
Micro,Manufacturing,1.1,1.4,1.25,0.1478,2,0.4758,0,1
Micro,Logistics,1.3,1.42,1.26,0.1507,4,0.3047,0,0
Micro,Manufacturing,1.1,1.29,1.19,0.1698,4,0.0741,0,0
Micro,Manufacturing,1.1,1.67,1.43,0.1577,1,0.0375,0,0
Micro,Manufacturing,1.1,1.23,1.15,0.1089,7,0.0419,0,0
Micro,Logistics,1.3,1.79,1.52,0.1746,1,0.0249,0,0
Micro,Logistics,1.3,0.95,1.0,0.1044,10,0.0717,0,0
Micro,IT_Services,0.8,0.96,1.0,0.1125,3,0.0334,0,0
Micro,Auto_Ancillary,1.5,1.67,1.43,0.1129,1,0.021,0,0
Micro,Retail_Trading,1.0,1.36,1.23,0.1243,2,0.0446,0,0
Micro,Logistics,1.3,1.22,1.14,0.053,5,0.0567,0,0
Micro,IT_Services,0.8,1.76,1.49,0.1722,1,0.0512,0,0
Small,Logistics,1.3,1.16,1.11,0.0733,11,0.083,0,0
Micro,Logistics,1.3,1.32,1.2,0.0842,2,0.062,0,0
Micro,Auto_Ancillary,1.5,1.96,1.65,0.0571,0,0.0099,0,0
Micro,IT_Services,0.8,2.02,1.7,0.1145,1,0.0292,0,0
Micro,Logistics,1.3,2.03,1.71,0.11,2,0.0732,0,0
Micro,Retail_Trading,1.0,1.29,1.18,0.1235,2,0.0525,0,0
Micro,IT_Services,0.8,1.89,1.6,0.0922,2,0.0702,4,0
Micro,Manufacturing,1.1,1.02,1.03,0.0885,3,0.0462,0,0
Small,Retail_Trading,1.0,1.04,1.04,0.0806,3,0.0421,0,0
Micro,Retail_Trading,1.0,0.46,0.78,0.0179,17,0.028,0,0
Small,Logistics,1.3,2.07,1.75,0.1555,1,0.0682,0,0
Small,Retail_Trading,1.0,1.05,1.05,0.0981,7,0.0639,0,0
Small,Logistics,1.3,1.35,1.22,0.1194,5,0.0566,0,0
Micro,Logistics,1.3,1.04,1.04,0.1359,6,0.03,0,0
Micro,Logistics,1.3,1.68,1.44,0.1314,1,0.0554,0,0
Micro,IT_Services,0.8,1.25,1.16,0.1018,6,0.0605,0,0
Micro,Logistics,1.3,0.88,0.96,0.1329,3,0.0486,0,0
Micro,Logistics,1.3,1.58,1.37,0.1151,6,0.0509,0,0
Micro,IT_Services,0.8,0.83,0.94,0.0786,12,0.019,0,0
Medium,Auto_Ancillary,1.5,1.07,1.06,0.1311,1,0.036,0,0
Micro,Manufacturing,1.1,0.56,0.82,0.0577,16,0.0518,0,0
Micro,Retail_Trading,1.0,0.83,0.94,0.14,9,0.076,0,0
Micro,Manufacturing,1.1,1.47,1.3,0.1287,13,0.0643,0,0
Micro,Retail_Trading,1.0,0.61,0.84,0.1461,3,0.0383,0,0
Micro,IT_Services,0.8,0.81,0.93,0.0941,2,0.0632,0,0
Micro,Manufacturing,1.1,1.4,1.25,0.1547,5,0.0378,0,0
Micro,Retail_Trading,1.0,1.18,1.12,0.0512,7,0.0769,0,0
Small,Retail_Trading,1.0,2.2,1.86,0.1989,0,0.0412,0,0
Micro,Auto_Ancillary,1.5,2.13,1.8,0.1746,4,0.0417,0,0
Micro,Manufacturing,1.1,1.05,1.05,0.0825,4,0.0584,0,0
Micro,Logistics,1.3,1.62,1.4,0.1606,1,0.0196,0,0
Micro,IT_Services,0.8,1.7,1.45,0.0855,4,0.075,0,0
Micro,Manufacturing,1.1,1.16,1.11,0.0922,17,0.2383,0,1
Micro,Auto_Ancillary,1.5,0.8,0.93,0.0649,6,0.0565,0,0
Micro,Auto_Ancillary,1.5,1.4,1.25,0.1535,4,0.0488,0,0
Micro,Manufacturing,1.1,1.33,1.21,0.163,1,0.0543,0,0
Micro,Logistics,1.3,1.23,1.15,0.0966,4,0.0192,0,0
Micro,Manufacturing,1.1,1.58,1.37,0.0805,9,0.0591,0,0
Micro,Retail_Trading,1.0,1.1,1.08,0.0722,13,0.064,0,0
Micro,Manufacturing,1.1,0.94,0.99,0.1049,4,0.0429,0,0
Micro,Logistics,1.3,1.44,1.28,0.1228,5,0.0773,0,0
Micro,Auto_Ancillary,1.5,1.55,1.35,0.1137,3,0.049,0,0
Micro,Manufacturing,1.1,0.93,0.99,0.0708,6,0.0507,0,0
Micro,IT_Services,0.8,1.77,1.5,0.1945,0,0.0,0,0
Micro,Retail_Trading,1.0,0.69,0.88,0.0689,6,0.0653,0,0
Micro,Auto_Ancillary,1.5,1.17,1.11,0.0802,2,0.041,0,0
Small,Retail_Trading,1.0,1.3,1.19,0.1579,3,0.0493,0,0
Micro,Logistics,1.3,1.15,1.1,0.0995,2,0.056,0,0
Medium,IT_Services,0.8,1.17,1.12,0.1297,0,0.0135,0,0
Micro,Retail_Trading,1.0,2.15,1.82,0.1179,1,0.0393,0,0
Micro,Auto_Ancillary,1.5,1.06,1.05,0.1249,7,0.0531,0,0
Micro,Auto_Ancillary,1.5,2.38,2.04,0.186,0,0.034,0,0
Micro,Manufacturing,1.1,1.57,1.36,0.0861,0,0.016,0,0
Micro,IT_Services,0.8,1.44,1.27,0.1019,2,0.0396,0,0
Micro,Auto_Ancillary,1.5,1.59,1.37,0.0944,1,0.0638,0,0
Micro,Retail_Trading,1.0,2.41,2.07,0.1411,0,0.0089,0,0
Micro,Retail_Trading,1.0,1.0,1.02,0.1628,3,0.0708,0,0
Micro,Auto_Ancillary,1.5,0.95,1.0,0.1115,4,0.0722,0,0
Micro,Logistics,1.3,1.1,1.07,0.1793,1,0.2601,0,0
Small,Retail_Trading,1.0,1.41,1.26,0.1749,3,0.0618,0,0
Micro,IT_Services,0.8,0.71,0.89,0.1338,7,0.0634,0,0
Micro,Auto_Ancillary,1.5,1.41,1.26,0.1737,1,0.0638,0,0
Micro,IT_Services,0.8,2.08,1.75,0.1896,1,0.0327,0,0
Small,IT_Services,0.8,1.46,1.29,0.1849,2,0.0511,0,0
Medium,Auto_Ancillary,1.5,1.28,1.18,0.1353,1,0.0296,0,0
Small,Retail_Trading,1.0,1.15,1.1,0.1353,4,0.2386,0,0
Micro,Auto_Ancillary,1.5,1.76,1.5,0.1585,2,0.03,0,0
Micro,Auto_Ancillary,1.5,1.07,1.06,0.0907,4,0.0641,0,0
Micro,Manufacturing,1.1,2.14,1.81,0.1806,6,0.0616,0,0
Micro,Retail_Trading,1.0,2.17,1.84,0.197,0,0.0184,0,0
Micro,Retail_Trading,1.0,1.5,1.32,0.1021,4,0.0366,0,0
Small,Retail_Trading,1.0,1.4,1.25,0.0884,4,0.034,0,0
Micro,Retail_Trading,1.0,1.81,1.54,0.1163,3,0.0366,0,0
Micro,Logistics,1.3,1.84,1.56,0.1873,2,0.0458,0,0
Micro,Retail_Trading,1.0,1.08,1.06,0.0984,3,0.0564,0,0
Micro,Auto_Ancillary,1.5,1.19,1.13,0.0711,6,0.0613,0,0
Micro,Logistics,1.3,0.87,0.96,0.0608,6,0.0618,0,0
Micro,IT_Services,0.8,1.56,1.36,0.0934,1,0.0621,0,0
Medium,Manufacturing,1.1,1.67,1.43,0.1045,2,0.0488,0,0
Micro,Auto_Ancillary,1.5,0.86,0.95,0.0471,7,0.072,0,0
Micro,Logistics,1.3,1.22,1.14,0.1349,9,0.0721,0,0
Micro,Logistics,1.3,0.86,0.95,0.0915,3,0.0623,0,0
Micro,Logistics,1.3,1.04,1.04,0.1252,5,0.0684,0,0
Micro,Manufacturing,1.1,1.62,1.4,0.0446,4,0.0561,0,0
Micro,Logistics,1.3,1.11,1.08,0.1476,3,0.0281,0,0
Micro,Retail_Trading,1.0,1.28,1.18,0.1122,8,0.0761,0,0
Micro,Manufacturing,1.1,0.75,0.9,0.1123,9,0.499,0,1
Micro,Auto_Ancillary,1.5,1.47,1.3,0.1788,0,0.0148,0,0
Micro,Retail_Trading,1.0,1.38,1.24,0.1328,8,0.0765,0,0
Small,Logistics,1.3,1.11,1.08,0.1857,14,0.0698,0,0
Micro,Auto_Ancillary,1.5,1.32,1.2,0.0481,15,0.0768,0,0
Micro,Auto_Ancillary,1.5,1.47,1.3,0.1112,4,0.0732,0,0
Micro,Auto_Ancillary,1.5,1.07,1.06,0.0408,3,0.0654,0,0
Micro,Auto_Ancillary,1.5,0.81,0.93,0.1079,7,0.0481,0,0
Micro,Auto_Ancillary,1.5,2.12,1.79,0.1517,0,0.0151,0,0
Micro,Manufacturing,1.1,1.15,1.1,0.0698,10,0.0533,0,0
Micro,IT_Services,0.8,1.36,1.23,0.1981,3,0.0435,0,0
Small,Logistics,1.3,1.8,1.53,0.123,9,0.0631,0,0
Small,IT_Services,0.8,2.81,2.53,0.0956,1,0.0349,0,0
Micro,IT_Services,0.8,0.9,0.97,0.125,3,0.0419,0,0
Micro,Manufacturing,1.1,1.58,1.37,0.1527,6,0.0457,0,0
Micro,Manufacturing,1.1,1.12,1.09,0.0911,5,0.057,0,0
Micro,Auto_Ancillary,1.5,1.18,1.12,0.1403,3,0.0349,0,0
Medium,Manufacturing,1.1,1.11,1.08,0.0736,6,0.0711,0,0
Micro,IT_Services,0.8,0.95,1.0,0.0867,4,0.0562,0,0
Micro,Manufacturing,1.1,1.38,1.24,0.1338,1,0.0161,0,0
Small,Retail_Trading,1.0,0.81,0.93,0.1303,22,0.0837,0,0
Micro,Logistics,1.3,1.78,1.51,0.1269,4,0.066,0,0
Micro,Auto_Ancillary,1.5,1.42,1.26,0.1032,5,0.0767,0,0
Micro,Retail_Trading,1.0,1.57,1.36,0.1252,2,0.0343,0,0
Micro,Retail_Trading,1.0,1.21,1.14,0.0375,2,0.0283,0,0
Small,Logistics,1.3,1.25,1.16,0.1039,8,0.0711,0,0
Micro,Manufacturing,1.1,1.52,1.32,0.052,2,0.0414,0,0
Micro,Logistics,1.3,0.93,0.99,0.0705,6,0.0633,0,0
Small,Logistics,1.3,1.26,1.16,0.0621,8,0.0754,1,0
Micro,Auto_Ancillary,1.5,1.06,1.05,0.1256,1,0.0408,0,0
Micro,Auto_Ancillary,1.5,1.04,1.05,0.079,5,0.0582,0,0
Micro,Retail_Trading,1.0,0.56,0.82,0.1316,9,0.0445,0,0
Small,IT_Services,0.8,1.94,1.63,0.0737,3,0.0573,0,0
Micro,IT_Services,0.8,1.13,1.09,0.1001,3,0.0586,0,0
Micro,Auto_Ancillary,1.5,1.87,1.58,0.1417,0,0.0228,0,0
Micro,Manufacturing,1.1,1.83,1.55,0.1551,1,0.0472,0,0
Small,Manufacturing,1.1,0.89,0.97,0.1784,2,0.0537,0,0
Micro,Logistics,1.3,0.96,1.01,0.0305,10,0.0745,0,0
Micro,Retail_Trading,1.0,2.42,2.09,0.1332,1,0.0271,0,0
Micro,Manufacturing,1.1,2.1,1.77,0.2212,0,0.021,0,0
Small,Manufacturing,1.1,1.39,1.24,0.0857,1,0.0246,0,0
Small,IT_Services,0.8,1.5,1.32,0.1403,3,0.0406,0,0
Micro,Manufacturing,1.1,1.15,1.1,0.0755,6,0.0054,0,0
Small,IT_Services,0.8,1.57,1.36,0.0758,1,0.0594,0,0
Micro,IT_Services,0.8,1.11,1.08,0.0786,12,0.0778,0,0
Micro,Retail_Trading,1.0,0.59,0.83,0.16,8,0.0389,0,0
Micro,IT_Services,0.8,0.87,0.96,0.0561,8,0.0557,2,0
Small,IT_Services,0.8,1.41,1.26,0.1094,3,0.0608,0,0
Micro,Auto_Ancillary,1.5,0.95,1.0,0.0926,16,0.0828,0,0
Micro,IT_Services,0.8,1.37,1.23,0.1525,8,0.0595,0,0
